Respondent,Age,Gender,COVID-19 Jab?,Race,Any reason for Hesitation,Reasons for Hesitation,Hesistation Status,Trust Level,Safety Level,Confidence Level,Accessibility ,Obstacles,Reasons for Hesitation_pol,Reasons for Hesitation_subj,Reasons for Hesitation_sent,Obstacles_sent,Accessibility_sent,Accessibility_n,Obstacles_n,Reasons for Hesitation_n,Respondent_n,Race_n,Confidence Level_n,Trust Level_n,Safety Level_n,Cluster,Obstacles_tk,Reasons for Hesitation_tk,Accessibility_tk 
Student,19,2,0,White,2.0,Anaphylactic shock,3.0,Mostly trust,Very safe,Very confident,walking distance campus,isnâ™t walking distance campus donâ™t car,0.0,0.0,neutral,neutral,neutral,715,448,11,1,18,4,2,3,0,"['isnâ™t', 'walking', 'distance', 'campus', 'donâ™t', 'car']","['Anaphylactic', 'shock']","['walking', 'distance', 'campus']"
Student,21,2,0,White,2.0,Anaphylactic shock,3.0,Completely trust,Very safe,Somewhat confident,local places,school poor handling covid act like ok. bit stressful,0.0,0.0,neutral,positive,positive,536,572,11,1,18,3,0,3,0,"['school', 'poor', 'handling', 'covid', 'act', 'like', 'ok.', 'bit', 'stressful']","['Anaphylactic', 'shock']","['local', 'places']"
Student,19,2,0,White,1.0,Possible effects Pregnancy,3.0,Mostly trust,Mostly safe,Somewhat confident,local places,school poor handling covid act like ok. bit stressful,0.0,1.0,neutral,positive,positive,536,572,132,1,18,3,2,0,0,"['school', 'poor', 'handling', 'covid', 'act', 'like', 'ok.', 'bit', 'stressful']","['Possible', 'effects', 'Pregnancy']","['local', 'places']"
Student,20,2,0,White,2.0,Possible effects Pregnancy,3.0,Completely trust,Very safe,Somewhat confident,school organizes process vaccination well. Meaning: people want vaccine cause process clustered difficult appointment/vaccine.,bunch people trying vaccine itâ™s unorganized,0.0,1.0,neutral,neutral,positive,648,301,132,1,18,3,0,3,1,"['bunch', 'people', 'trying', 'vaccine', 'itâ™s', 'unorganized']","['Possible', 'effects', 'Pregnancy']","['school', 'organizes', 'process', 'vaccination', 'well', '.', 'Meaning', ':', 'people', 'want', 'vaccine', 'cause', 'process', 'clustered', 'difficult', 'appointment/vaccine', '.']"
Student,22,1,0,White,2.0,Possible effects Pregnancy,3.0,Mostly trust,Very safe,Very confident,school organizes process vaccination well. Meaning: people want vaccine cause process clustered difficult appointment/vaccine.,bunch people trying vaccine itâ™s unorganized,0.0,1.0,neutral,neutral,positive,648,301,132,1,18,4,2,3,1,"['bunch', 'people', 'trying', 'vaccine', 'itâ™s', 'unorganized']","['Possible', 'effects', 'Pregnancy']","['school', 'organizes', 'process', 'vaccination', 'well', '.', 'Meaning', ':', 'people', 'want', 'vaccine', 'cause', 'process', 'clustered', 'difficult', 'appointment/vaccine', '.']"
Student,18,3,0,White,1.0,Temporary effects,3.0,Mostly trust,Very safe,Somewhat confident,University holiday/ability work schedule,travel campus (no car),0.0,0.0,neutral,neutral,neutral,293,624,156,1,18,3,2,3,0,"['travel', 'campus', '(', 'no', 'car', ')']","['Temporary', 'effects']","['University', 'holiday/ability', 'work', 'schedule']"
Student,20,2,0,White,1.0,"rumors infertility, sure long term effects be, etc.",3.0,Do not trust at all,Not sure,Only slightly confident,"nothing. donâ™t trust CDC, WHO, government. corruption deep state goals unaware of. wonâ™t recommend.",travel campus (no car),-0.15,0.6444444444444444,negative,neutral,positive,576,624,332,1,18,2,1,2,3,"['travel', 'campus', '(', 'no', 'car', ')']","['rumors', 'infertility', ',', 'sure', 'long', 'term', 'effects', 'be', ',', 'etc', '.']","['nothing', '.', 'donâ™t', 'trust', 'CDC', ',', 'WHO', ',', 'government', '.', 'corruption', 'deep', 'state', 'goals', 'unaware', 'of', '.', 'wonâ™t', 'recommend', '.']"
Student,19,2,0,White,1.0,"rumors infertility, sure long term effects be, etc.",3.0,Do not trust at all,Not safe at all,Only slightly confident,"donâ™t feel comfortable getting it, change","donâ™t trust vaccine- havenâ™t gotten covid people close have. generally pretty bad reactions medicines, vaccines, etc. body sensitive donâ™t want risk",-0.15,0.6444444444444444,negative,negative,positive,432,355,332,1,18,2,1,1,1,"['donâ™t', 'trust', 'vaccine-', 'havenâ™t', 'gotten', 'covid', 'people', 'close', 'have', '.', 'generally', 'pretty', 'bad', 'reactions', 'medicines', ',', 'vaccines', ',', 'etc', '.', 'body', 'sensitive', 'donâ™t', 'want', 'risk']","['rumors', 'infertility', ',', 'sure', 'long', 'term', 'effects', 'be', ',', 'etc', '.']","['donâ™t', 'feel', 'comfortable', 'getting', 'it', ',', 'change']"
Student,19,3,0,White,2.0,"rumors infertility, sure long term effects be, etc.",3.0,Completely trust,Very safe,Very confident,Making close,Making campus,-0.15,0.6444444444444444,negative,negative,neutral,207,170,332,1,18,4,0,3,4,"['Making', 'campus']","['rumors', 'infertility', ',', 'sure', 'long', 'term', 'effects', 'be', ',', 'etc', '.']","['Making', 'close']"
Student,19,3,0,White,2.0,"rumors infertility, sure long term effects be, etc.",3.0,Completely trust,Very safe,Very confident,Making close,Making campus,-0.15,0.6444444444444444,negative,negative,neutral,207,170,332,1,18,4,0,3,4,"['Making', 'campus']","['rumors', 'infertility', ',', 'sure', 'long', 'term', 'effects', 'be', ',', 'etc', '.']","['Making', 'close']"
Staff,41,3,1,White,2.0,"rumors infertility, sure long term effects be, etc.",0.0,Completely trust,Very safe,Very confident,Making close,Making campus,-0.15,0.6444444444444444,negative,negative,neutral,207,170,332,0,18,4,0,3,4,"['Making', 'campus']","['rumors', 'infertility', ',', 'sure', 'long', 'term', 'effects', 'be', ',', 'etc', '.']","['Making', 'close']"
Staff,19,1,1,White,2.0,"rumors infertility, sure long term effects be, etc.",0.0,Completely trust,Very safe,Very confident,Multiple vaccine locations constant emailing schedules,Class schedules,-0.15,0.6444444444444444,negative,neutral,neutral,217,32,332,0,18,4,0,3,4,"['Class', 'schedules']","['rumors', 'infertility', ',', 'sure', 'long', 'term', 'effects', 'be', ',', 'etc', '.']","['Multiple', 'vaccine', 'locations', 'constant', 'emailing', 'schedules']"
Student,26,2,0,White,1.0,Theyâ™re worried effects and/or donâ™t believe Covid dangerous cdc saying.,0.0,Mostly trust,Mostly safe,Somewhat confident,sure,Scheduling,-0.6,0.9,negative,neutral,negative,666,219,158,1,18,3,2,0,1,['Scheduling'],"['Theyâ™re', 'worried', 'effects', 'and/or', 'donâ™t', 'believe', 'Covid', 'dangerous', 'cdc', 'saying', '.']",['sure']
Student,26,3,0,White,2.0,Theyâ™re worried effects and/or donâ™t believe Covid dangerous cdc saying.,3.0,Completely trust,Very safe,Very confident,"Email Voice call, I'm hard hearing busy miss call.",travel campus. totally ready willing so!,-0.6,0.9,negative,positive,negative,91,625,158,1,18,4,0,3,3,"['travel', 'campus', '.', 'totally', 'ready', 'willing', 'so', '!']","['Theyâ™re', 'worried', 'effects', 'and/or', 'donâ™t', 'believe', 'Covid', 'dangerous', 'cdc', 'saying', '.']","['Email', 'Voice', 'call', ',', 'I', ""'m"", 'hard', 'hearing', 'busy', 'miss', 'call', '.']"
Student,23,1,0,Hispanic or Latinx,1.0,"People reacting negatively vaccine (fevers, headaches, etc.) bad reaction flu shot, year!",3.0,Mostly trust,Mostly safe,Very confident,vaccine come instead walking campus (I live Bowie.),Distance.,-0.33333333333333326,0.37777777777777777,negative,neutral,positive,701,56,125,1,13,4,2,0,2,"['Distance', '.']","['People', 'reacting', 'negatively', 'vaccine', '(', 'fevers', ',', 'headaches', ',', 'etc', '.', ')', 'bad', 'reaction', 'flu', 'shot', ',', 'year', '!']","['vaccine', 'come', 'instead', 'walking', 'campus', '(', 'I', 'live', 'Bowie', '.', ')']"
Staff,20,2,0,White,1.0,Conspiracy theories,3.0,Mostly trust,Very safe,Somewhat confident,"Easy location administration, assurance university, free stuff","Charges, uncertain time protocol, obscure location",0.0,0.0,neutral,neutral,positive,84,26,30,0,18,3,2,3,2,"['Charges', ',', 'uncertain', 'time', 'protocol', ',', 'obscure', 'location']","['Conspiracy', 'theories']","['Easy', 'location', 'administration', ',', 'assurance', 'university', ',', 'free', 'stuff']"
Student,21,1,0,White,1.0,Iâ™ve seen misinformation social media (that Iâ™ve personally disregarded) vaccines alter recipientsâ™ DNA contain âœmicrochipsâ.,3.0,Completely trust,Mostly safe,Somewhat confident,"Flexible scheduling, transporting",Class conflicts,0.016666666666666666,0.18333333333333332,positive,neutral,neutral,110,30,87,1,18,3,0,0,2,"['Class', 'conflicts']","['Iâ™ve', 'seen', 'misinformation', 'social', 'media', '(', 'that', 'Iâ™ve', 'personally', 'disregarded', ')', 'vaccines', 'alter', 'recipientsâ™', 'DNA', 'contain', 'âœmicrochipsâ\x9d', '.']","['Flexible', 'scheduling', ',', 'transporting']"
Student,18,2,0,White,2.0,Iâ™ve seen misinformation social media (that Iâ™ve personally disregarded) vaccines alter recipientsâ™ DNA contain âœmicrochipsâ.,3.0,Completely trust,Very safe,Somewhat confident,"making campus. car campus locations, try bus decrease covid exposure.",making location receive vaccine campus.,0.016666666666666666,0.18333333333333332,positive,neutral,neutral,555,511,87,1,18,3,0,3,0,"['making', 'location', 'receive', 'vaccine', 'campus', '.']","['Iâ™ve', 'seen', 'misinformation', 'social', 'media', '(', 'that', 'Iâ™ve', 'personally', 'disregarded', ')', 'vaccines', 'alter', 'recipientsâ™', 'DNA', 'contain', 'âœmicrochipsâ\x9d', '.']","['making', 'campus', '.', 'car', 'campus', 'locations', ',', 'try', 'bus', 'decrease', 'covid', 'exposure', '.']"
Student,19,2,0,White,1.0,"fact donâ™t know long term effects vaccine. opinion, came quickly. came vaccine Covid year, took years years find vaccine Flu.",3.0,Do not trust at all,Not safe at all,Only slightly confident,"elected officials it, probably wouldnâ™t it.","fact donâ™t know long term effects, past year, donâ™t know true false anymore comes media news.",0.03888888888888889,0.32222222222222224,positive,negative,neutral,450,380,235,1,18,2,1,1,1,"['fact', 'donâ™t', 'know', 'long', 'term', 'effects', ',', 'past', 'year', ',', 'donâ™t', 'know', 'true', 'false', 'anymore', 'comes', 'media', 'news', '.']","['fact', 'donâ™t', 'know', 'long', 'term', 'effects', 'vaccine', '.', 'opinion', ',', 'came', 'quickly', '.', 'came', 'vaccine', 'Covid', 'year', ',', 'took', 'years', 'years', 'find', 'vaccine', 'Flu', '.']","['elected', 'officials', 'it', ',', 'probably', 'wouldnâ™t', 'it', '.']"
Student,20,2,0,White,2.0,"fact donâ™t know long term effects vaccine. opinion, came quickly. came vaccine Covid year, took years years find vaccine Flu.",3.0,Completely trust,Very safe,Very confident,exact date time need it.,able Boone weather bad.,0.03888888888888889,0.32222222222222224,positive,negative,positive,461,270,235,1,18,4,0,3,1,"['able', 'Boone', 'weather', 'bad', '.']","['fact', 'donâ™t', 'know', 'long', 'term', 'effects', 'vaccine', '.', 'opinion', ',', 'came', 'quickly', '.', 'came', 'vaccine', 'Covid', 'year', ',', 'took', 'years', 'years', 'find', 'vaccine', 'Flu', '.']","['exact', 'date', 'time', 'need', 'it', '.']"
Student,20,2,0,White,2.0,"fact donâ™t know long term effects vaccine. opinion, came quickly. came vaccine Covid year, took years years find vaccine Flu.",3.0,Completely trust,Very safe,Very confident,,class schedule,0.03888888888888889,0.32222222222222224,positive,neutral,neutral,0,326,235,1,18,4,0,3,1,"['class', 'schedule']","['fact', 'donâ™t', 'know', 'long', 'term', 'effects', 'vaccine', '.', 'opinion', ',', 'came', 'quickly', '.', 'came', 'vaccine', 'Covid', 'year', ',', 'took', 'years', 'years', 'find', 'vaccine', 'Flu', '.']",[]
Student,18,2,0,White,2.0,"fact donâ™t know long term effects vaccine. opinion, came quickly. came vaccine Covid year, took years years find vaccine Flu.",3.0,Completely trust,Very safe,Somewhat confident,Nothing- easy accept getting vaccine.,,0.03888888888888889,0.32222222222222224,positive,neutral,positive,231,0,235,1,18,3,0,3,4,[],"['fact', 'donâ™t', 'know', 'long', 'term', 'effects', 'vaccine', '.', 'opinion', ',', 'came', 'quickly', '.', 'came', 'vaccine', 'Covid', 'year', ',', 'took', 'years', 'years', 'find', 'vaccine', 'Flu', '.']","['Nothing-', 'easy', 'accept', 'getting', 'vaccine', '.']"
Student,54,2,0,White,2.0,"fact donâ™t know long term effects vaccine. opinion, came quickly. came vaccine Covid year, took years years find vaccine Flu.",3.0,Completely trust,Very safe,Somewhat confident,Nothing- easy accept getting vaccine.,,0.03888888888888889,0.32222222222222224,positive,neutral,positive,231,0,235,1,18,3,0,3,4,[],"['fact', 'donâ™t', 'know', 'long', 'term', 'effects', 'vaccine', '.', 'opinion', ',', 'came', 'quickly', '.', 'came', 'vaccine', 'Covid', 'year', ',', 'took', 'years', 'years', 'find', 'vaccine', 'Flu', '.']","['Nothing-', 'easy', 'accept', 'getting', 'vaccine', '.']"
Staff,20,2,1,White,1.0,Fertility reasons,3.0,Somewhat trust,Mostly safe,Very confident,Nothing- easy accept getting vaccine.,,0.0,0.0,neutral,neutral,positive,231,0,53,0,18,4,4,0,2,[],"['Fertility', 'reasons']","['Nothing-', 'easy', 'accept', 'getting', 'vaccine', '.']"
Student,20,2,0,White,1.0,Fertility reasons,3.0,Somewhat trust,Mostly safe,Very confident,Nothing- easy accept getting vaccine.,,0.0,0.0,neutral,neutral,positive,231,0,53,1,18,4,4,0,2,[],"['Fertility', 'reasons']","['Nothing-', 'easy', 'accept', 'getting', 'vaccine', '.']"
Staff,18,1,1,"Hispanic or Latinx,White",3.0,Fertility reasons,0.0,Not sure,Not sure,Not sure,"Time, research specifically",,0.0,0.0,neutral,neutral,positive,286,0,53,0,14,1,3,2,2,[],"['Fertility', 'reasons']","['Time', ',', 'research', 'specifically']"
Student,18,1,0,Hispanic or Latinx,2.0,Fertility reasons,3.0,Mostly trust,Mostly safe,Very confident,"Look, Iâ™m concerned virus affects personally. wear mask follow guidelines sake others, feel urgency vaccinated like that. available free eventually normal, fear Covid.",fact donâ™t fucks Covid. vaccine time :P,0.0,0.0,neutral,positive,positive,200,379,53,1,13,4,2,0,0,"['fact', 'donâ™t', 'fucks', 'Covid', '.', 'vaccine', 'time', ':', 'P']","['Fertility', 'reasons']","['Look', ',', 'Iâ™m', 'concerned', 'virus', 'affects', 'personally', '.', 'wear', 'mask', 'follow', 'guidelines', 'sake', 'others', ',', 'feel', 'urgency', 'vaccinated', 'like', 'that', '.', 'available', 'free', 'eventually', 'normal', ',', 'fear', 'Covid', '.']"
Student,18,1,0,Hispanic or Latinx,2.0,Fertility reasons,3.0,Mostly trust,Mostly safe,Very confident,"Look, Iâ™m concerned virus affects personally. wear mask follow guidelines sake others, feel urgency vaccinated like that. available free eventually normal, fear Covid.",fact donâ™t fucks Covid. vaccine time :P,0.0,0.0,neutral,positive,positive,200,379,53,1,13,4,2,0,0,"['fact', 'donâ™t', 'fucks', 'Covid', '.', 'vaccine', 'time', ':', 'P']","['Fertility', 'reasons']","['Look', ',', 'Iâ™m', 'concerned', 'virus', 'affects', 'personally', '.', 'wear', 'mask', 'follow', 'guidelines', 'sake', 'others', ',', 'feel', 'urgency', 'vaccinated', 'like', 'that', '.', 'available', 'free', 'eventually', 'normal', ',', 'fear', 'Covid', '.']"
Staff,20,1,1,White,2.0,Fertility reasons,0.0,Do not trust at all,Not sure,Not sure,wonâ™t it.,wonâ™t it.,0.0,0.0,neutral,neutral,neutral,734,686,53,0,18,1,1,2,0,"['wonâ™t', 'it', '.']","['Fertility', 'reasons']","['wonâ™t', 'it', '.']"
Student,22,2,0,White,2.0,Fertility reasons,3.0,Mostly trust,Mostly safe,Very confident,Availability vaccine weekends/outside normal work hours,Limited time frames locations receive vaccine,0.0,0.0,neutral,negative,positive,29,142,53,1,18,4,2,0,2,"['Limited', 'time', 'frames', 'locations', 'receive', 'vaccine']","['Fertility', 'reasons']","['Availability', 'vaccine', 'weekends/outside', 'normal', 'work', 'hours']"
Student,20,2,0,White,2.0,Fertility reasons,3.0,Mostly trust,Mostly safe,Very confident,Availability vaccine weekends/outside normal work hours,Limited time frames locations receive vaccine,0.0,0.0,neutral,negative,positive,29,142,53,1,18,4,2,0,2,"['Limited', 'time', 'frames', 'locations', 'receive', 'vaccine']","['Fertility', 'reasons']","['Availability', 'vaccine', 'weekends/outside', 'normal', 'work', 'hours']"
Student,20,1,1,White,1.0,"J&J vaccine effective Moderna/Pfizer. I'm close contact students, want effective vaccine available group area.",3.0,Mostly trust,Very safe,Somewhat confident,university host vaccination site,J&J vaccine,0.3866666666666666,0.5133333333333334,positive,neutral,neutral,685,108,88,1,18,3,2,3,2,"['J', '&', 'J', 'vaccine']","['J', '&', 'J', 'vaccine', 'effective', 'Moderna/Pfizer', '.', 'I', ""'m"", 'close', 'contact', 'students', ',', 'want', 'effective', 'vaccine', 'available', 'group', 'area', '.']","['university', 'host', 'vaccination', 'site']"
Staff,18,2,0,White,2.0,"J&J vaccine effective Moderna/Pfizer. I'm close contact students, want effective vaccine available group area.",3.0,Completely trust,Very safe,Very confident,Opening times vaccine students,J&J vaccine,0.3866666666666666,0.5133333333333334,positive,neutral,neutral,248,108,88,0,18,4,0,3,2,"['J', '&', 'J', 'vaccine']","['J', '&', 'J', 'vaccine', 'effective', 'Moderna/Pfizer', '.', 'I', ""'m"", 'close', 'contact', 'students', ',', 'want', 'effective', 'vaccine', 'available', 'group', 'area', '.']","['Opening', 'times', 'vaccine', 'students']"
Student,20,2,0,White,2.0,"J&J vaccine effective Moderna/Pfizer. I'm close contact students, want effective vaccine available group area.",3.0,Mostly trust,Mostly safe,Somewhat confident,uni let know email sign vaccine appt,possibly area second dose,0.3866666666666666,0.5133333333333334,positive,neutral,neutral,684,545,88,1,18,3,2,0,0,"['possibly', 'area', 'second', 'dose']","['J', '&', 'J', 'vaccine', 'effective', 'Moderna/Pfizer', '.', 'I', ""'m"", 'close', 'contact', 'students', ',', 'want', 'effective', 'vaccine', 'available', 'group', 'area', '.']","['uni', 'let', 'know', 'email', 'sign', 'vaccine', 'appt']"
Student,18,2,0,White,1.0,mom messaging effects,3.0,Completely trust,Very safe,Somewhat confident,"Nothing, questions asked.","provided campus facility, transportation",0.0,0.0,neutral,neutral,neutral,229,551,295,1,18,3,0,3,3,"['provided', 'campus', 'facility', ',', 'transportation']","['mom', 'messaging', 'effects']","['Nothing', ',', 'questions', 'asked', '.']"
Student,20,3,0,White,1.0,effectiveness rates,3.0,Completely trust,Mostly safe,Very confident,"Flexible appointments, hours, passes late work professors","Inflexible appointments, professors understanding vaccine effects hard school",0.0,0.0,neutral,negative,positive,108,99,209,1,18,4,0,0,4,"['Inflexible', 'appointments', ',', 'professors', 'understanding', 'vaccine', 'effects', 'hard', 'school']","['effectiveness', 'rates']","['Flexible', 'appointments', ',', 'hours', ',', 'passes', 'late', 'work', 'professors']"
